Krasnoborsk,80,RU,61.56,82,61.56,45.93,9.78,7.83
Sur,0,OM,22.57,100,22.57,59.53,69.77,8.95
Sorland,80,NO,67.67,100,67.67,12.69,42.14,33.67
Laredo,1,US,27.51,51,27.51,-99.51,78.8,17.22
Pike Creek,1,US,39.73,41,39.73,-75.7,44.06,12.75
Sabang,92,PH,13.72,96,13.72,123.58,75.35,12.53
Ulaangom,0,MN,49.98,44,49.98,92.07,-31.85,1.9
Dharchula,64,IN,29.85,95,29.85,80.53,24.9,1.57
Saraland,1,US,30.82,82,30.82,-88.07,60.98,3.58
Kruisfontein,8,ZA,-34.0,88,-34.0,24.73,62.12,8.5
West Odessa,76,US,31.84,39,31.84,-102.48,71.96,11.41
Khasan,0,RU,42.43,100,42.43,130.64,10.73,7.94
Szczytno,64,PL,53.57,82,53.57,20.99,14.96,1.79
Qidong,24,CN,31.81,99,31.81,121.66,42.45,10.96
Rawson,88,AR,-43.3,20,-43.3,-65.11,77.15,7.38
Makakilo City,75,US,21.35,45,21.35,-158.09,82.94,11.41
Ilulissat,12,GL,69.22,79,69.22,-51.1,15.59,18.45
Miri,20,NG,10.31,38,10.31,9.75,57.3,6.71
Xining,48,CN,36.62,61,36.62,101.77,-5.39,1.79
Grand Gaube,40,MU,-20.01,83,-20.01,57.66,82.4,13.87
Egvekinot,0,RU,66.32,0,66.32,-179.17,-38.51,2.57
Constitucion,90,MX,23.99,12,23.99,-104.67,73.4,11.41
Tucuman,0,PE,-17.17,68,-17.17,-70.89,65.81,2.68
Oskarshamn,68,SE,57.26,100,57.26,16.44,35.6,4.7
Fort Beaufort,0,ZA,-32.78,94,-32.78,26.63,53.66,3.13
Caravelas,68,BR,-17.73,100,-17.73,-39.27,80.52,14.65
Ugoofaaru,8,MV,5.67,100,5.67,73.0,80.75,10.29
Jieshi,92,CN,22.82,100,22.82,115.83,60.5,13.42
Bara,12,NG,10.41,28,10.41,10.6,67.07,11.41
Margate,40,AU,-43.03,45,-43.03,147.26,62.6,6.93
Deputatskiy,8,RU,69.3,0,69.3,139.9,-49.67,2.68
Nakambala,88,ZM,-15.83,98,-15.83,27.78,66.8,1.68
Cruz Alta,92,AR,-33.01,97,-33.01,-61.81,70.98,7.27
Ambovombe,92,MG,-25.18,100,-25.18,46.09,70.94,7.16
Isla Vista,90,US,34.41,87,34.41,-119.86,60.08,5.82
Merrill,90,US,42.03,91,42.03,-121.6,33.08,14.99
Santa Cruz de la Palma,0,ES,28.68,59,28.68,-17.76,64.4,10.29
At-Bashi,0,KG,41.17,59,41.17,75.81,-18.12,1.9
Yanam,0,IN,16.73,83,16.73,82.22,67.65,8.05
Oparino,56,RU,59.85,72,59.85,48.28,6.32,5.93
Fukue,20,JP,35.03,56,35.03,136.69,44.6,20.8
Saint-Augustin,90,FR,44.83,74,44.83,-0.61,37.4,4.7
Petropavlovsk-Kamchatskiy,12,RU,53.05,71,53.05,158.65,6.8,4.47
Vestmannaeyjar,92,IS,63.44,100,63.44,-20.27,39.89,14.76
Banjar,88,ID,-7.37,97,-7.37,108.54,73.55,2.91
Matay,0,EG,28.42,78,28.42,30.79,33.45,6.6
Ripky,88,UA,51.8,91,51.8,31.09,22.47,6.93
Elmadag,75,TR,39.92,85,39.92,33.23,24.8,5.82
Alta Floresta,12,BR,-9.87,97,-9.87,-56.08,76.43,2.13
Sukabumi,44,ID,-6.92,98,-6.92,106.93,73.01,4.03
Vizinga,68,RU,61.08,73,61.08,50.08,6.0,8.61
Dingle,0,PH,11.0,69,11.0,122.67,76.65,14.76
Haines Junction,0,CA,60.75,39,60.75,-137.51,-28.16,2.01
Metro,64,ID,-5.11,100,-5.11,105.31,76.02,6.38
Semenivka,88,UA,52.18,91,52.18,32.58,20.4,9.62
Zhob,8,PK,31.34,61,31.34,69.45,17.21,1.9
Broken Hill,0,AU,-31.97,31,-31.97,141.45,73.4,13.87
Dali,0,CN,25.6,100,25.6,100.24,30.93,1.68
Vaitape,88,PF,-16.52,100,-16.52,-151.75,81.56,11.07
Flin Flon,90,CA,54.77,85,54.77,-101.88,12.2,10.29
Pierre,90,US,44.37,95,44.37,-100.35,33.08,14.99
Eureka,90,US,40.8,89,40.8,-124.16,48.02,9.17
Keuruu,90,FI,62.26,100,62.26,24.71,30.2,5.82
Alexandria,1,US,31.31,64,31.31,-92.44,62.06,5.82
Goianinha,0,BR,-6.27,78,-6.27,-35.21,78.8,4.7
Leshukonskoye,92,RU,64.9,83,64.9,45.76,14.33,8.72
Tabas,44,IR,33.6,44,33.6,56.92,43.53,6.49
Arua,92,UG,3.02,65,3.02,30.91,70.76,2.68
Emmen,88,NL,52.79,100,52.79,6.89,41.0,3.36
Guatire,20,VE,10.47,74,10.47,-66.54,80.6,3.36
Santiago,75,CL,-33.44,64,-33.44,-70.65,71.6,8.05
Caracollo,24,PE,-14.92,73,-14.92,-70.66,42.77,3.02
Valpacos,0,PT,41.61,64,41.61,-7.31,19.68,2.35
Soyo,100,AO,-6.13,100,-6.13,12.37,73.46,3.36
Boguchany,64,RU,58.38,79,58.38,97.46,-1.38,7.83
Grindavik,90,IS,63.84,93,63.84,-22.43,39.2,5.82
Newbury,75,GB,51.4,87,51.4,-1.32,46.4,4.7
Vila Velha,0,BR,-3.71,83,-3.71,-38.6,80.6,9.17
Guarenas,20,VE,10.48,74,10.48,-66.6,80.6,3.36
Denia,0,ES,38.84,100,38.84,0.11,54.11,7.94
Puerto Montt,75,CL,-41.47,58,-41.47,-72.94,59.0,9.17
Amuntai,36,ID,-2.42,89,-2.42,115.25,78.95,2.68
Hai Duong,75,VN,20.94,100,20.94,106.32,64.4,5.82
Mpraeso,0,GH,6.6,70,6.6,-0.73,72.2,4.36
Ous,8,RU,60.91,68,60.91,61.52,1.91,3.91
Sibolga,92,ID,1.74,100,1.74,98.78,70.4,2.24
Yabelo,20,ET,4.89,36,4.89,38.09,56.9,5.03
Carutapera,64,BR,-1.2,89,-1.2,-46.02,78.5,7.61
Bowen,90,AU,-20.01,69,-20.01,148.25,82.4,12.75
Sakaiminato,75,JP,35.55,74,35.55,133.23,37.4,1.12
Wiang Sa,20,TH,8.64,94,8.64,99.37,77.0,8.05
Amet,0,IN,25.3,90,25.3,73.93,38.22,4.36
Alyangula,8,AU,-13.85,66,-13.85,136.42,87.8,5.82
Quelimane,76,MZ,-17.88,89,-17.88,36.89,77.87,3.13
Xai-Xai,44,MZ,-25.04,100,-25.04,33.64,74.9,14.09
Den Helder,90,NL,52.96,87,52.96,4.76,46.4,3.36
Adrar,0,DZ,27.87,45,27.87,-0.29,44.6,11.41
Lumberton,90,US,30.27,78,30.27,-94.2,66.02,5.82
Sagada,12,PH,17.08,82,17.08,120.9,65.18,2.13
Remedios,75,CU,22.5,73,22.5,-79.55,73.4,5.82
Dudinka,80,RU,69.41,72,69.41,86.18,0.56,23.49
Ayagoz,0,KZ,47.96,46,47.96,80.43,-16.95,3.58
Saldanha,0,PT,41.42,72,41.42,-6.55,19.77,2.68
Unai,8,BR,-16.36,94,-16.36,-46.91,66.93,2.13
Tabursuq,40,TN,36.46,71,36.46,9.25,55.4,9.17
Warrnambool,64,AU,-38.38,94,-38.38,142.48,63.29,3.69
Neyshabur,80,IR,36.21,70,36.21,58.79,40.38,8.95
Avera,1,US,33.19,81,33.19,-82.53,60.62,3.58
North Vernon,1,US,39.01,81,39.01,-85.62,48.2,8.05
Faya,0,SA,18.39,32,18.39,42.45,55.4,6.93
Sindou,44,BF,10.66,41,10.66,-5.16,66.08,6.15
Mankono,32,CI,8.06,67,8.06,-6.19,67.88,3.13
Puerto Madryn,76,AR,-42.77,50,-42.77,-65.04,73.46,9.62
Lahaina,20,US,20.87,42,20.87,-156.68,84.02,4.7
Colesberg,32,ZA,-30.72,45,-30.72,25.1,62.52,7.72
Abu Kamal,0,SY,34.45,53,34.45,40.92,47.27,15.21
Saint-Georges,68,CA,46.12,54,46.12,-70.67,14.42,10.63
Canandaigua,90,US,42.88,63,42.88,-77.28,30.92,9.17
Calama,0,CL,-22.46,41,-22.46,-68.93,73.4,20.8
Flinders,90,AU,-34.58,64,-34.58,150.85,71.6,8.05
Fare,92,PF,-16.7,100,-16.7,-151.02,83.22,12.19
Santa Cruz de Tenerife,0,ES,28.47,36,28.47,-16.25,64.4,19.46
Kyaka,88,TZ,-1.25,90,-1.25,31.42,63.02,2.35
Mountmellick,75,IE,53.12,93,53.12,-7.33,48.2,11.41
Erzincan,90,TR,39.75,86,39.75,39.49,33.8,17.22
San Ramon de la Nueva Oran,64,AR,-23.13,69,-23.13,-64.33,86.96,1.79
Kyshtovka,88,RU,56.56,84,56.56,76.62,7.4,12.75
Kalispell,75,US,48.2,48,48.2,-114.32,41.0,6.93
Bilibino,32,RU,68.06,0,68.06,166.44,-40.49,2.8
Conakry,32,GN,9.52,100,9.52,-13.7,81.33,9.95
Talcahuano,20,CL,-36.72,77,-36.72,-73.12,60.8,11.41
Batagay-Alyta,32,RU,67.8,0,67.8,130.41,-38.51,2.68
